x1,x2,y
0.0,0.0,1.0
0.025062656641604,0.025062656641604,0.9987439894992924
0.050125313283208,0.050125313283208,0.9949791131219256
0.075187969924812,0.075187969924812,0.9887148283164272
0.100250626566416,0.100250626566416,0.9799668710977872
0.12531328320802,0.12531328320802,0.9687572165182584
0.150375939849624,0.150375939849624,0.9551140234655636
0.175438596491228,0.175438596491228,0.9390715639271772
0.200501253132832,0.200501253132832,0.9206701368983738
0.225563909774436,0.225563909774436,0.8999559671503061
0.2506265664160401,0.2506265664160401,0.876981089112408
0.2756892230576441,0.2756892230576441,0.8518032161608157
0.3007518796992481,0.3007518796992481,0.8244855956411543
0.3258145363408521,0.3258145363408521,0.7950968499898783
0.3508771929824561,0.3508771929824561,0.7637108043532687
0.3759398496240601,0.3759398496240601,0.7304063011371159
0.4010025062656641,0.4010025062656641,0.6952670019529409
0.4260651629072681,0.4260651629072681,0.6583811774582691
0.4511278195488721,0.4511278195488721,0.6198414856188859
0.4761904761904761,0.4761904761904761,0.5797447389500795
0.5012531328320802,0.5012531328320802,0.5381916613215707
0.5263157894736842,0.5263157894736842,0.4952866349370355
0.5513784461152882,0.5513784461152882,0.4511374381238184
0.5764411027568922,0.5764411027568922,0.4058549745915096
0.6015037593984962,0.6015037593984962,0.3595529948394982
0.6265664160401002,0.6265664160401002,0.3123478104133282
0.6516290726817042,0.6516290726817042,0.264358001727654
0.6766917293233082,0.6766917293233082,0.2157041201897477
0.7017543859649122,0.7017543859649122,0.166508385371833
0.7268170426065163,0.7268170426065163,0.1168943779929526
0.7518796992481203,0.7518796992481203,0.0669867294816065
0.7769423558897243,0.7769423558897243,0.0169108088989865
0.8020050125313283,0.8020050125313283,-0.0332075919907386
0.8270676691729323,0.8270676691729323,-0.0832425747119766
0.8521303258145363,0.8521303258145363,-0.1330684503373262
0.8771929824561403,0.8771929824561403,-0.1825600552208028
0.9022556390977444,0.9022556390977444,-0.2315930654115451
0.9273182957393484,0.9273182957393484,-0.2800443089581916
0.9523809523809524,0.9523809523809524,-0.3277920753194083
0.9774436090225564,0.9774436090225564,-0.3747164211033252
1.0025062656641603,1.0025062656641603,-0.4206994713678555
1.0275689223057642,1.0275689223057642,-0.4656257157250253
1.0526315789473684,1.0526315789473684,-0.5093822985054953
1.0776942355889725,1.0776942355889725,-0.5518593022543703
1.1027568922305764,1.1027568922305764,-0.5929500238461558
1.1278195488721805,1.1278195488721805,-0.6325512425252501
1.1528822055137844,1.1528822055137844,-0.6705634791986501
1.1779448621553883,1.1779448621553883,-0.706891246329521
1.2030075187969924,1.2030075187969924,-0.7414432878038955
1.2280701754385963,1.2280701754385963,-0.7741328081679484
1.2531328320802004,1.2531328320802004,-0.8048776906599991
1.2781954887218046,1.2781954887218046,-0.8336007034895414
1.3032581453634084,1.3032581453634084,-0.8602296938451234
1.3283208020050123,1.3283208020050123,-0.8846977691437256
1.3533834586466165,1.3533834586466165,-0.9069434650663336
1.3784461152882206,1.3784461152882206,-0.9269108999575992
1.4035087719298245,1.4035087719298245,-0.9445499152017304
1.4285714285714284,1.4285714285714284,-0.95981620122199
1.4536340852130325,1.4536340852130325,-0.9726714087872814
1.4786967418546366,1.4786967418546366,-0.9830832453462234
1.5037593984962403,1.5037593984962403,-0.9910255561467162
1.5288220551378444,1.5288220551378444,-0.9964783899372294
1.5538847117794483,1.5538847117794483,-0.999428049084764
1.5789473684210529,1.5789473684210529,-0.9998671239835942
1.6040100250626566,1.6040100250626566,-0.9977945116683532
1.6290726817042605,1.6290726817042605,-0.9932154185847046
1.6541353383458646,1.6541353383458646,-0.986141347510642
1.6791979949874687,1.6791979949874687,-0.9765900686612689
1.7042606516290726,1.7042606516290726,-0.964585575049645
1.7293233082706765,1.7293233082706765,-0.9501580222158348
1.7543859649122806,1.7543859649122806,-0.9333436524755548
1.7794486215538847,1.7794486215538847,-0.914184703878719
1.8045112781954888,1.8045112781954888,-0.8927293041065675
1.8295739348370923,1.8295739348370923,-0.8690313495739217
1.8546365914786969,1.8546365914786969,-0.8431503700402578
1.8796992481203008,1.8796992481203008,-0.8151513790697019
1.9047619047619049,1.9047619047619049,-0.7851047107155906
1.9298245614035088,1.9298245614035088,-0.7530858428398519
1.954887218045113,1.954887218045113,-0.7191752075110308
1.9799498746867168,1.9799498746867168,-0.6834579889572449
2.0050125313283207,2.0050125313283207,-0.6460239095816138
2.0300751879699246,2.0300751879699246,-0.6069670045776974
2.0551378446115285,2.0551378446115285,-0.5663853857111159
