x1,x2,y
0.0,0.0,1.0
0.02506265664160401,0.02506265664160401,0.9987439894992924
0.05012531328320802,0.05012531328320802,0.9949791131219256
0.07518796992481203,0.07518796992481203,0.9887148283164271
0.10025062656641603,0.10025062656641603,0.9799668710977871
0.12531328320802004,0.12531328320802004,0.9687572165182585
0.15037593984962405,0.15037593984962405,0.9551140234655636
0.17543859649122806,0.17543859649122806,0.9390715639271772
0.20050125313283207,0.20050125313283207,0.9206701368983738
0.22556390977443608,0.22556390977443608,0.8999559671503061
0.2506265664160401,0.2506265664160401,0.876981089112408
0.2756892230576441,0.2756892230576441,0.8518032161608157
0.3007518796992481,0.3007518796992481,0.8244855956411543
0.3258145363408521,0.3258145363408521,0.7950968499898783
0.3508771929824561,0.3508771929824561,0.7637108043532687
0.37593984962406013,0.37593984962406013,0.7304063011371159
0.40100250626566414,0.40100250626566414,0.6952670019529409
0.42606516290726815,0.42606516290726815,0.6583811774582691
0.45112781954887216,0.45112781954887216,0.6198414856188859
0.47619047619047616,0.47619047619047616,0.5797447389500795
0.5012531328320802,0.5012531328320802,0.5381916613215707
0.5263157894736842,0.5263157894736842,0.49528663493703556
0.5513784461152882,0.5513784461152882,0.45113743812381846
0.5764411027568922,0.5764411027568922,0.40585497459150965
0.6015037593984962,0.6015037593984962,0.3595529948394982
0.6265664160401002,0.6265664160401002,0.31234781041332826
0.6516290726817042,0.6516290726817042,0.264358001727654
0.6766917293233082,0.6766917293233082,0.21570412018974774
0.7017543859649122,0.7017543859649122,0.16650838537183307
0.7268170426065163,0.7268170426065163,0.11689437799295264
0.7518796992481203,0.7518796992481203,0.06698672948160656
0.7769423558897243,0.7769423558897243,0.016910808898986558
0.8020050125313283,0.8020050125313283,-0.03320759199073861
0.8270676691729323,0.8270676691729323,-0.08324257471197662
0.8521303258145363,0.8521303258145363,-0.13306845033732628
0.8771929824561403,0.8771929824561403,-0.1825600552208028
0.9022556390977443,0.9022556390977443,-0.23159306541154517
0.9273182957393483,0.9273182957393483,-0.28004430895819166
0.9523809523809523,0.9523809523809523,-0.32779207531940835
0.9774436090225563,0.9774436090225563,-0.37471642110332526
1.0025062656641603,1.0025062656641603,-0.4206994713678555
1.0275689223057642,1.0275689223057642,-0.4656257157250253
1.0526315789473684,1.0526315789473684,-0.5093822985054953
1.0776942355889725,1.0776942355889725,-0.5518593022543703
1.1027568922305764,1.1027568922305764,-0.5929500238461558
1.1278195488721803,1.1278195488721803,-0.6325512425252501
1.1528822055137844,1.1528822055137844,-0.6705634791986501
1.1779448621553885,1.1779448621553885,-0.706891246329521
1.2030075187969924,1.2030075187969924,-0.7414432878038955
1.2280701754385963,1.2280701754385963,-0.7741328081679484
1.2531328320802004,1.2531328320802004,-0.8048776906599991
1.2781954887218046,1.2781954887218046,-0.8336007034895414
1.3032581453634084,1.3032581453634084,-0.8602296938451234
1.3283208020050123,1.3283208020050123,-0.8846977691437256
1.3533834586466165,1.3533834586466165,-0.9069434650663337
1.3784461152882206,1.3784461152882206,-0.9269108999575991
1.4035087719298245,1.4035087719298245,-0.9445499152017303
1.4285714285714284,1.4285714285714284,-0.9598162012219899
1.4536340852130325,1.4536340852130325,-0.9726714087872814
1.4786967418546366,1.4786967418546366,-0.9830832453462234
1.5037593984962405,1.5037593984962405,-0.9910255561467162
1.5288220551378444,1.5288220551378444,-0.9964783899372294
1.5538847117794485,1.5538847117794485,-0.9994280490847639
1.5789473684210527,1.5789473684210527,-0.9998671239835942
1.6040100250626566,1.6040100250626566,-0.9977945116683533
1.6290726817042605,1.6290726817042605,-0.9932154185847046
1.6541353383458646,1.6541353383458646,-0.986141347510642
